Código Altamira;Short Name;Código Sigom;Nome;Report Ref;Tipo;Data;Tipo Operativa;Lei Aplicavel;
9001516451;MN8N;04120;MAURICIO LOPES SILVA LDA;CQ_BSP_MN8N;Contrato Quadro;28-06-2007;Derivados;PRT;
9002001392;DL1B;05226;DANIEL LOURENCO TRANSPORTES, LDA;CQ_BSP_DL1B;Contrato Quadro;04-07-2007;Derivados;PRT;
8009521708;CY84;05265;CAMIONAGEM DE CARGA CENTRAL DA VIMIEIRA LDA;CQ_BSP_CY84;Contrato Quadro;10-07-2007;Derivados;PRT;
8031174608;TL1L;05263;TONIANA - COMBUSTIVEIS E LUBRIFICANTES, LDA;CQ_BSP_TL1L;Contrato Quadro;09-07-2007;Derivados;PRT;
8008244572;B12C;05262;ANTONIO FREITAS MARTINS,LDA;CQ_BSP_B12C;Contrato Quadro;09-07-2007;Derivados;PRT;
7400207676;B0LY;05236;ANTONIO SALGUEIRO TRANSFORMACOES AUTO LDA;CQ_BSP_B0LY;Contrato Quadro;06-07-2007;Derivados;PRT;
8046518140;B0UX;05245;AMANDIOS LDA;CQ_BSP_B0UX;Contrato Quadro;13-07-2007;Derivados;PRT;
9001689563;CEMF;01067;CHUPAS E MORRAO CONSTRUTORES DE OBRAS PUBLICAS SA;CQ_BSP_CEMF;Contrato Quadro;06-10-2004;Derivados;PRT;
1700145406;PGWG;05238;PODER GRAFICO PUBLICIDADE E ARTES GRAFICAS LDA;CQ_BSP_PGWG;Contrato Quadro;27-07-2007;Derivados;PRT;
6220010997;JFML;03451;J. F. MIGUENS LDA;CQ_BSP_JFML;Contrato Quadro;21-06-2006;Derivados;PRT;
8038472856;OC19;05225;OPTICA CANDIDO,LDA;CQ_BSP_OC19;Contrato Quadro;05-07-2007;Derivados;PRT;
8039268112;CY85;05270;CORREIA DA SILVA LDA;CQ_BSP_CY85;Contrato Quadro;09-10-2007;Derivados;PRT;
1700029437;LRKX;05269;LUIS ROQUE INVESTIMENTO IMOBILIARIO LDA;CQ_BSP_LRKX;Contrato Quadro;30-07-2007;Derivados;PRT;
8046396957;K5BH;05272;J.G. MACHADO PEREIRA, LDA;CQ_BSP_K5BH;Contrato Quadro;02-08-2007;Derivados;PRT;
8046414280;P0US;05227;PINCOSVILLAGE - COMERCIO VESTUARIO, LDA;CQ_BSP_P0US;Contrato Quadro;13-07-2007;Derivados;PRT;
9002395231;DDZ2;05273;DUARTE DA CRUZ & LOPES, LDA;CQ_BSP_DDZ2;Contrato Quadro;07-08-2007;Derivados;PRT;
8046476081;LRW7;05268;LUIS GOMES ROQUE, LDA;CQ_BSP_LRW7;Contrato Quadro;30-07-2007;Derivados;PRT;
7400364526;STGI;05251;SUPERMELGACO - SUPERMERCADOS LDA;CQ_BSP_STGI;Contrato Quadro;05-07-2007;Derivados;PRT;
8030263555;LR34;05267;YWXL, LDA;CQ_BSP_LR34;Contrato Quadro;30-07-2007;Derivados;PRT;
7400323078;IT9C;05252;INTERVALENCAIMO - SOCIEDADE DE GESTAO IMOBILIARIA LDA;CQ_BSP_IT9C;Contrato Quadro;05-07-2007;Derivados;PRT;
7400202331;NJKB;05258;NUNOLUZ - INSTALACOES ELECTRICAS, LDA;CQ_BSP_NJKB;Contrato Quadro;09-07-2007;Derivados;PRT;
8038676759;BPAK;05260;BARCELPECAS-COMERCIO DE PECAS PARA AUTOMOVEIS LDA;CQ_BSP_BPAK;Contrato Quadro;05-07-2007;Derivados;PRT;
8038881835;NJ4Z;05250;M.L.O CAMELO-ESPLANADA BAR,LDA;CQ_BSP_NJ4Z;Contrato Quadro;07-08-2007;Derivados;PRT;
8039159712;AD26;05253;ALBINO REGADA CONSTRUCOES LDA;CQ_BSP_AD26;Contrato Quadro;05-07-2007;Derivados;PRT;
8028632292;V0EO;05224;VIANATECE-ARTESANATO TECELAGEM,LDA;CQ_BSP_V0EO;Contrato Quadro;03-07-2007;Derivados;PRT;
9002421389;B12E;05257;AMIMADEIRAS, LDA;CQ_BSP_B12E;Contrato Quadro;29-06-2007;Derivados;PRT;
5100467379;D0AX;05256;DIVIMINHO SA;CQ_BSP_D0AX;Contrato Quadro;26-07-2007;Derivados;PRT;
8045056111;B12F;05255;ARMANDO FREITAS & FILHOS LDA;CQ_BSP_B12F;Contrato Quadro;04-09-2007;Derivados;PRT;
1700132166;SPFT;03119;SOUSA PRAZERES & FILHOS, S.A.;CQ_BSP_SPFT;Contrato Quadro;11-07-2007;Derivados;PRT;
7400029619;P0UV;05283;PREDIDOZE - CONSTRUCOES, LDA;CQ_BSP_P0UV;Contrato Quadro;10-07-2007;Derivados;PRT;
9002591022;P0V0;05280;PORTUGALRUR MEDIACAO IMOBILIARIA LDA;CQ_BSP_P0V0;Contrato Quadro;04-07-2007;Derivados;PRT;
7400327751;B19Z;05276;AMPARUS, S.A.;CQ_BSP_B19Z;Contrato Quadro;23-07-2007;Derivados;PRT;
9000654393;NS3B;05222;NAVEGANTES SOCIEDADE CONSTRUCAO CIVIL LDA;CQ_BSP_NS3B;Contrato Quadro;22-08-2007;Derivados;PRT;
7400348866;TL1M;05289;TONLEX LDA;CQ_BSP_TL1M;Contrato Quadro;12-01-2009;Derivados;PRT;
7400270129;NK55;05288;NESTSERVICE-COMERCIO PRODUTOS ALIMENTARES UNIPESSOAL LDA;CQ_BSP_NK55;Contrato Quadro;16-07-2007;Derivados;PRT;
8046472220;B1DK;05281;BORPEDROS LDA;CQ_BSP_B1DK;Contrato Quadro;09-07-2007;Derivados;PRT;
1700139711;B1KP;05305;AMERICO LUCAS & BRITES LDA;CQ_BSP_B1KP;Contrato Quadro;21-08-2007;Derivados;PRT;
9002004889;ITA4;05296;I T A -TRANSPORTES DE MERCADORIAS DE ALUGUER LDA;CQ_BSP_ITA4;Contrato Quadro;07-08-2007;Derivados;PRT;
8029901523;B1DY;05292;AMILCAR NETO & FILHO,LDA.;CQ_BSP_B1DY;Contrato Quadro;04-07-2007;Derivados;PRT;
1700115923;A2VG;05287;AZENHA & GONCALVES, LDA;CQ_BSP_A2VG;Contrato Quadro;10-07-2007;Derivados;PRT;
9002685244;FC3K;05291;FIGUEIREDO, CORREIA & ALVES;CQ_BSP_FC3K;Contrato Quadro;20-07-2007;Derivados;PRT;
2631004425;K5UW;05304;KITBANHO - ARTIGOS SANITARIOS, LDA;CQ_BSP_K5UW;Contrato Quadro;09-07-2007;Derivados;PRT;
2511006636;VU03;05307;VIA URBANA - SOCIEDADE MEDIACAO IMOBILIARIA,LDA.;CQ_BSP_VU03;Contrato Quadro;10-07-2007;Derivados;PRT;
7400260476;RM3H;05237;RTS MAIS - COMERCIO PRODUTOS E SERVICOS INDUSTRIA S.A;CQ_BSP_RM3H;Contrato Quadro;10-07-2007;Derivados;PRT;
8046301391;K5BG;05278;JOSE FREITAS LDA;CQ_BSP_K5BG;Contrato Quadro;18-07-2007;Derivados;PRT;
9001644172;BEBO;05277;BRAGA E BRAVO-CONSTRUCOES, LDA;CQ_BSP_BEBO;Contrato Quadro;21-08-2007;Derivados;PRT;
8021840326;S1TM;05306;SANTOS & MARTINS,LDA;CQ_BSP_S1TM;Contrato Quadro;24-07-2007;Derivados;PRT;
1700143931;B1K8;05300;BIOVIA - ENGENHARIA E GESTAO AMBIENTAL S.A.;CQ_BSP_B1K8;Contrato Quadro;19-07-2007;Derivados;PRT;
1700016273;CZ0P;05319;CASA ROSITA - COMERCIO DE UTILIDADES DOMESTICAS, LDA;CQ_BSP_CZ0P;Contrato Quadro;07-08-2007;Derivados;PRT;
7400341425;IIFQ;05301;IMOUIG INVESTIMENTOS E CONSULTORIA LDA;CQ_BSP_IIFQ;Contrato Quadro;13-07-2007;Derivados;PRT;
7400105612;GEWN;05317;GUERRA E REGALADO - CABELEIREIROS LDA;CQ_BSP_GEWN;Contrato Quadro;21-08-2007;Derivados;PRT;
8046525558;E103;05323;EUROPOUPANCA - COMERCIO PRODUTOS LAR LDA;CQ_BSP_E103;Contrato Quadro;28-08-2007;Derivados;PRT;
9002665817;T0BR;05325;TRANSATLAS - TRANSPORTES E TRANSITOS NORTE, UNIPESSOAL LDA;CQ_BSP_T0BR;Contrato Quadro;12-07-2007;Derivados;PRT;
7400262227;RUL5;05303;REINODAGUA LDA;CQ_BSP_RUL5;Contrato Quadro;17-07-2007;Derivados;PRT;
8044576871;B1TK;05327;AMM - COMERCIO DE MATERIAIS DE CONSTRUCAO LDA;CQ_BSP_B1TK;Contrato Quadro;10-07-2007;Derivados;PRT;
3551000164;B600;05302;BAIXA 62 - COMUNICACAO E MARKETING, S.A.;CQ_BSP_B600;Contrato Quadro;03-08-2007;Derivados;PRT;
2521002081;NKWS;05324;M.A.F. - METALURGICA ALCAIDES FARIA LDA.;CQ_BSP_NKWS;Contrato Quadro;26-09-2007;Derivados;PRT;
2431000669;V0F9;05320;VIMAPONTO - EQUIPAMENTOS E SERVICOS INFORMATICA, S.A.;CQ_BSP_V0F9;Contrato Quadro;23-08-2007;Derivados;PRT;
8046356019;DFTY;05295;PLACOIBERICA 2 - COMERCIO S.A.;CQ_BSP_DFTY;Contrato Quadro;16-07-2007;Derivados;PRT;
8008611611;P0V7;05298;PEREIRA & FERREIRA, LDA;CQ_BSP_P0V7;Contrato Quadro;27-07-2007;Derivados;PRT;
8008832123;EDMF;02647;EDIMADE - EDIFICADORA DA MADEIRA S.A.;CQ_BSP_EDMF;Contrato Quadro;20-07-2005;Derivados;PRT;
1700072302;JFFL;02555;JOAO FARINHA & FILHOS SA;CQ_BSP_JFFL;Contrato Quadro;22-07-2005;Derivados;PRT;
8046298607;R0GW;05331;REIS & MARCELINO LDA;CQ_BSP_R0GW;Contrato Quadro;28-09-2007;Derivados;PRT;
8045353634;NL6C;05332;MARCO RUIVO UNIPESSOAL, LDA;CQ_BSP_NL6C;Contrato Quadro;28-09-2007;Derivados;PRT;
8046467627;VCL7;05333;VITOR CARDOSO LDA;CQ_BSP_VCL7;Contrato Quadro;28-09-2007;Derivados;PRT;
9002597552;HPV5;05299;HORTO PACO VELHO - COMERCIO DE PLANTAS LDA;CQ_BSP_HPV5;Contrato Quadro;19-07-2007;Derivados;PRT;
8038544417;DI1D;09328;DISTRISIS-DIST. PORTUGUESA INFORMATICA,LDA;DI1D;Contrato Quadro;19-09-2008;Derivados;PRT;
1700132721;FD6W;08473;FARMACIA BIRRE - SOCIEDADE UNIPESSOAL, LDA;FD6W;Contrato Quadro;03-06-2008;Derivados;PRT;
9001563371;MTYW;04092;IM - S.G.P.S. S.A.;CQ_BSP_MTYW;Contrato Quadro;01-08-2008;Derivados;PRT;
8010541203;CT04;04099;CALCADO TROPICO,LDA;CQ_BSP_CT04;Contrato Quadro;27-09-2006;Derivados;PRT;
1700200623;CD2E;04110;CAMILO BETAO PRONTO E MATERIAIS PARA CONSTRUCAO CIVIL LDA;CQ_BSP_CD2E;Contrato Quadro;19-10-2006;Derivados;PRT;
8028491430;EFPE;03045;EFAPEL-EMPRESA FABRIL PRODUTOS ELECTRICOS,S.A.;CQ_BSP_EFPE;Contrato Quadro;27-10-2011;Derivados;PRT;
2100325602;JO16;04108;JOSE MATIAS D ALVO & IRMAO - JOMAL, LDA;CQ_BSP_JO16;Contrato Quadro;08-11-2006;Derivados;PRT;
8024670699;C17I;04103;CAMARAL-CAIXILHARIA ALUMINIOS,LDA;CQ_BSP_C17I;Contrato Quadro;17-10-2006;Derivados;PRT;
8004834801;ARKI;04116;ANSELMO ANTONIO ROCHA & FOS.LDA;CQ_BSP_ARKI;Contrato Quadro;09-10-2006;Derivados;PRT;
8042803549;F1K7;04112;FRIOFONTES-COM.PRODUTOS ALIMENTARES,LDA;CQ_BSP_F1K7;Contrato Quadro;12-10-2006;Derivados;PRT;
9002377562;S0NP;04101;SOCIEDADE CONSTRUCOES H.J.A., LDA.;CQ_BSP_S0NP;Contrato Quadro;18-10-2006;Derivados;PRT;
9000625760;GC0A;04102;GERMANUS-SOCIEDADE CONSTRUCOES,LDA;CQ_BSP_GC0A;Contrato Quadro;20-11-2006;Derivados;PRT;
3671000950;T03H;04093;TECNIFIR-SOLUCOES DE SEGURANCA, LDA;CQ_BSP_T03H;Contrato Quadro;26-12-2006;Derivados;PRT;
9001990746;C17H;04100;COVIALVI CONSTRUCOES LDA;CQ_BSP_C17H;Contrato Quadro;09-10-2006;Derivados;PRT;
86901;T03J;04123;TNC-TRANSPORTADORA NACIONAL DE CAMIONAGEM S.A.;CQ_BSP_T03J;Contrato Quadro;31-10-2006;Derivados;PRT;
7400211383;N027;04061;NORDASIS IMPORTACAO E EXPORTACAO LDA;CQ_BSP_N027;Contrato Quadro;03-11-2006;Derivados;PRT;
;CT3A;04127;MARIA GABRIELA BARAHONA F. P. BRITO REIS;CQ_BSP_CT3A;Contrato Quadro;26-10-2006;Derivados;PRT;
8046472165;F1KI;04122;MEDINFAR MANUFACTURING S A;CQ_BSP_F1KI;Contrato Quadro;02-11-2006;Derivados;PRT;
7400015101;N02H;04129;NAUTISANTOS - ACTIVIDADES DESPORTIVAS LDA;CQ_BSP_N02H;Contrato Quadro;28-09-2006;Derivados;PRT;
1700164931;Y007;04130;XIPSLON - PRODUCOES GRAFICAS LDA;CQ_BSP_Y007;Contrato Quadro;28-09-2006;Derivados;PRT;
7400066128;OECP;04121;ORCIM-ORGANIZACAO E CONSTRUCAO IMOBILIARIA, LDA;CQ_BSP_OECP;Contrato Quadro;16-10-2006;Derivados;PRT;
6221050208;ES52;11372;ESTORES SOLBRAGA UNIPESSOAL LDA;CQ_BSP_ES25;Contrato Quadro;31-10-2006;Derivados;PRT;
8046413573;S0P0;04125;SPPTH SOCIEDADE DE PROMOCAO DE PROJECTOS TURISTICOS E HOTELEIROS S A;CQ_BSP_S0P0;Contrato Quadro;18-10-2006;Derivados;PRT;
9002684952;ILTE;04126;ISABEL LUISA DA SILVA NUNES, UNIPESSOAL LDA;CQ_BSP_ILTE;Contrato Quadro;14-11-2006;Derivados;PRT;
8026209938;HP0F;04134;HPI - IMOBILIARIA LDA;CQ_BSP_HP0F;Contrato Quadro;03-10-2006;Derivados;PRT;
2881000654;P0CW;04133;PERFINOX - INDUSTRIA METALURGICA S.A.;CQ_BSP_P0CW;Contrato Quadro;18-12-2006;Derivados;PRT;
3471011138;AP0D;04146;ACTUAL PROJECTO - ATELIER DE MODA E ARQUITECTURA, UNIPESSOAL LDA;CQ_BSP_AP0D;Contrato Quadro;11-10-2006;Derivados;PRT;
8042444744;TM0A;04140;TRANSOLIVEIRA-TRANSPORTES MERCADORIAS,LDA;CQ_BSP_TM0A;Contrato Quadro;03-11-2006;Derivados;PRT;
9002444320;A17I;04150;AVELINO & ALFREDO RODRIGUES REPARACAO AUTOMOVEIS LDA;CQ_BSP_A17I;Contrato Quadro;14-12-2006;Derivados;PRT;
8002926156;C18X;04144;COPRIAL COMERCIO DE PECAS E ROLAMENTOS PARA INDUSTRIA E AUTOMOVEIS LDA;CQ_BSP_C18X;Contrato Quadro;21-02-2007;Derivados;PRT;
9001940387;CD5E;04156;CONST COTRIM,LDA;CQ_BSP_CD5E;Contrato Quadro;18-10-2006;Derivados;PRT;
8006130459;R076;04115;RODRIGO & AZEVEDO LDA;CQ_BSP_R076;Contrato Quadro;15-11-2006;Derivados;PRT;
9002634031;CJPV;03410;CONSTRUCOES JOSE PEREIRA - COMPRA VENDA PROPRIEDADES LDA;CQ_BSP_CJPV;Contrato Quadro;14-06-2006;Derivados;PRT;
5100637405;N02G;04162;NRV CONSULTORES ENGENHARIA SA;CQ_BSP_N02G;Contrato Quadro;10-11-2006;Derivados;PRT;
188197;AD2I;04149;ALBANO CASIMIRO BRAZ & FILHOS LDA;CQ_BSP_AD2I;Contrato Quadro;13-10-2006;Derivados;PRT;
5100261727;L02T;04164;LABOMETER SOC TECNICA EQUIPAMENTOS LABORATORIO LDA;CQ_BSP_L02T;Contrato Quadro;20-10-2006;Derivados;PRT;
2101191119;ZPSC;04153;ZEFERINO PINTO DE SOUSA & CA, LDA;CQ_BSP_ZPSC;Contrato Quadro;31-10-2006;Derivados;PRT;
5100275389;HECM;02940;HORAINOX - ACOS INOXIDAVEIS, LDA;CQ_BSP_HECM;Contrato Quadro;16-10-2006;Derivados;PRT;
5100262146;MU0W;04152;MINERVA TRANSMONTANA TIPOGRAFIA LDA;CQ_BSP_MU0W;Contrato Quadro;13-12-2006;Derivados;PRT;
5100492205;E0D6;04147;EUROTUR - TRANSPORTE DE PASSAGEIROS SA;CQ_BSP_E0D6;Contrato Quadro;23-10-2006;Derivados;PRT;
9000825101;RV0E;04165;RICARDO VALE & TEIXEIRA, LDA.;CQ_BSP_RV0E;Contrato Quadro;22-11-2006;Derivados;PRT;
7400115419;GIL6;04082;G-BIT - INFORMATICA, LDA;CQ_BSP_GIL6;Contrato Quadro;14-12-2006;Derivados;PRT;
7400136915;FFL5;04171;FARMACIA FONTE LUMINOSA, UNIPESSOAL, LDA.;CQ_BSP_FFL5;Contrato Quadro;23-10-2006;Derivados;PRT;
8039512916;TDDT;04142;TEP - DISTRIBUICAO PRODUTOS ALIMENTARES LDA;CQ_BSP_TDDT;Contrato Quadro;14-11-2006;Derivados;PRT;
9002614691;CD5F;04157;CONFORFLEX - COLCHOES LDA;CQ_BSP_CD5F;Contrato Quadro;30-11-2006;Derivados;PRT;
8007693218;FAHD;04169;FARMACIA ABILIO GUERRA SOCIEDADE UNIPESSOAL LDA;CQ_BSP_FAHD;Contrato Quadro;19-01-2007;Derivados;PRT;
5100262482;R081;04172;ROCHALGARVE PLANEAMENTO FERIAS PARA TURISMO SA;CQ_BSP_R081;Contrato Quadro;23-11-2006;Derivados;PRT;
9002352179;A197;04148;ALMERINDO & BATISTA CONSTRUCAO CIVIL LDA;CQ_BSP_A197;Contrato Quadro;25-10-2006;Derivados;PRT;
8017739124;F1O0;04170;FAMA - FABRICA DE MARMORES E GRANITOS LDA;CQ_BSP_F1O0;Contrato Quadro;31-10-2006;Derivados;PRT;
2651005484;C200;04173;CICLO 2000 - COMPRA E VENDA DE BENS IMOBILIARIOS, LDA.;CQ_BSP_C200;Contrato Quadro;08-11-2006;Derivados;PRT;
8004928727;JFPP;02937;SADOPAISAGEM, CONSTRUCOES S.A. EM LIQUIDACAO;CQ_BSP_JFPP;Contrato Quadro;07-12-2006;Derivados;PRT;
8004749468;C08J;;NEWONEDRIVE - COMERCIO DE PECAS AUTO S.A.;CQ_BSP_C08J;Contrato Quadro;30-10-2014;Derivados;PRT;
8010643887;RUMR;02252;MARRACHINHO-SUPERMERCADOS ALGARVE SA;CQ_BSP_RUMR;Contrato Quadro;28-11-2006;Derivados;PRT;
8041808631;ACGI;02988;ALBERTO CUNHA GONCALVES & CA LDA;CQ_BSP_ACGI;Contrato Quadro;23-10-2006;Derivados;PRT;
8007820678;P0JK;04187;PORTELEX - CONFECCOES DA PORTELA LDA;CQ_BSP_P0JK;Contrato Quadro;14-11-2006;Derivados;PRT;
8015469191;C1LV;04188;CERNE-INDUSTRIA MOBILIARIO SA;CQ_BSP_C1LV;Contrato Quadro;15-11-2006;Derivados;PRT;
7400115343;JGVL;04191;JOAO CUSTODIO & GRACA LDA;CQ_BSP_JGVL;Contrato Quadro;25-10-2006;Derivados;PRT;
8040117304;APPA;03102;AQUATLANTIS - PRODUTOS PARA ANIMAIS DOMESTICOS S.A.;CQ_BSP_APPA;Contrato Quadro;19-06-2008;Derivados;PRT;
9001867200;JO8S;04192;J.MARCELINO & ROSA-SOCIEDADE DE CONSTRUCOES LDA;CQ_BSP_JO8S;Contrato Quadro;26-10-2006;Derivados;PRT;
5100263967;JGUW;04186;JOSE DIAS FERREIRA SUCESSORES LDA;CQ_BSP_JGUW;Contrato Quadro;30-11-2006;Derivados;PRT;
3671006187;ECMZ;04196;ESPACO CINCO MIL E NOVENTA-SOCIEDADE IMOBILIARIA LDA;CQ_BSP_ECMZ;Contrato Quadro;15-12-2006;Derivados;PRT;
1700050920;P0JT;04202;PRESSPEOPLE EDICAO DE PUBLICACOES LDA;CQ_BSP_P0JT;Contrato Quadro;20-11-2006;Derivados;PRT;
8020603667;JO9U;04203;JOSE MANUEL LEITE CASTRO,LDA;CQ_BSP_JO9U;Contrato Quadro;16-11-2006;Derivados;PRT;
7400036196;MO9N;04200;MANUEL ALMEIDA LDA;CQ_BSP_MO9N;Contrato Quadro;16-11-2006;Derivados;PRT;
9002438968;PS3Z;04206;PISOLISO-PAVIMENTOS, SOCIEDADE UNIPESSOAL, LDA;CQ_BSP_PS3Z;Contrato Quadro;15-11-2006;Derivados;PRT;
7400085326;SSZU;04199;SUPERIO - SUPERMERCADOS LDA;CQ_BSP_SSZU;Contrato Quadro;31-12-2007;Derivados;PRT;
1700203030;CJRW;04207;CANDIDO JOSE RODRIGUES SA;CQ_BSP_CJRW;Contrato Quadro;04-12-2006;Derivados;PRT;
8046345932;S0PS;04211;SUPERFIEL - SUPERMERCADOS, LDA.;CQ_BSP_S0PS;Contrato Quadro;14-11-2006;Derivados;PRT;
7400068923;C0II;04213;CONSINTER - CONSTRUCOES DO INTERIOR, LDA;CQ_BSP_C0II;Contrato Quadro;03-11-2006;Derivados;PRT;
9002534867;VFMO;04220;VIDRARIA F MOREIRA LDA;CQ_BSP_VFMO;Contrato Quadro;02-11-2006;Derivados;PRT;
1700022402;FV0F;04234;FORUM VILLAE, COMPRA E VENDA DE IMOVEIS LDA;CQ_BSP_FV0F;Contrato Quadro;16-11-2006;Derivados;PRT;
7400143272;A1J2;04236;ARTI - IMOBILIARIA S.A.;CQ_BSP_A1J2;Contrato Quadro;28-11-2006;Derivados;PRT;
9000670824;AEFB;02948;A.J.CORREIA E FILHOS,LDA;CQ_BSP_AEFB;Contrato Quadro;23-11-2006;Derivados;PRT;
9001301166;IL15;04238;IMPRIMETRIPA LDA;CQ_BSP_IL15;Contrato Quadro;14-03-2007;Derivados;PRT;
8041258151;FMW8;04243;FERNANDO M. SOARES & FILHOS SA;CQ_BSP_FMW8;Contrato Quadro;29-11-2006;Derivados;PRT;
3311004470;I03Q;04231;INTERLAGO - SOC INTERNACIONAL GESTAO E ORGANIZACAO EMPRESAS LDA;CQ_BSP_I03Q;Contrato Quadro;15-12-2006;Derivados;PRT;
9002473746;TL0F;04232;TERESA LIBARATO - CONSTRUCOES, SOCIEDADE UNIPESSOAL LDA;CQ_BSP_TL0F;Contrato Quadro;22-12-2006;Derivados;PRT;
8021887252;TPDM;02727;MAGOS IRRIGATION SYSTEMS S.A.;CQ_BSP_TPDM;Contrato Quadro;15-12-2006;Derivados;PRT;
8039865898;VAOF;02728;HUBEL VERDE - ENGENHARIA AGRONOMICA S.A.;CQ_BSP_VAOF;Contrato Quadro;15-12-2006;Derivados;PRT;
2101094219;G49I;04219;GEPROCEA - SERVICOS ENGENHARIA, LDA.;CQ_BSP_G49I;Contrato Quadro;15-12-2006;Derivados;PRT;
8045008130;GDB5;04244;G.M-OFICINA DE ARTES GRAFICAS LDA;CQ_BSP_GDB5;Contrato Quadro;04-01-2007;Derivados;PRT;
8038133261;HCAU;01763;HUBEL INDUSTRIA DA AGUA AMBIENTE E OBRAS PUBLICAS SA;CQ_BSP_HCAU;Contrato Quadro;15-12-2006;Derivados;PRT;
8020504835;HEEB;02729;HUBEL INFRAESTRUTURAS E SERVICOS LDA;CQ_BSP_HEEB;Contrato Quadro;15-12-2006;Derivados;PRT;
7400232833;AM2I;04204;AMARAL MARTINS & FILHOS - SOCIEDADE DE CONSTRUCAO LDA;CQ_BSP_AM2I;Contrato Quadro;14-11-2006;Derivados;PRT;
8041790031;M1J8;05330;MACOBOLIM - MATERIAIS E EQUIP. CONSTRUCAO CIVIL LDA.;CQ_BSP_M1J8;Contrato Quadro;28-09-2007;Derivados;PRT;
57656;CZ3G;05344;CONGUI-CONFECCOES DE GUIMARAES, LDA;CQ_BSP_CZ3G;Contrato Quadro;16-07-2007;Derivados;PRT;
8042053070;SI7S;05343;S.F.S. - INDUSTRIA DE BORDADOS LDA;CQ_BSP_SI7S;Contrato Quadro;01-08-2007;Derivados;PRT;
9002609194;DS51;05341;DUPLASI SOCIEDADE DE CONSTRUCOES E OBRAS PUBLICAS;CQ_BSP_DS51;Contrato Quadro;07-08-2007;Derivados;PRT;
2671007726;TDL3;05342;TRANSPORTES DIOBRUNO LDA;CQ_BSP_TDL3;Contrato Quadro;27-09-2007;Derivados;PRT;
8000020141;K6GH;05346;JOAQUIM SOUSA AFONSO BATISTA,LDA;CQ_BSP_K6GH;Contrato Quadro;12-09-2007;Derivados;PRT;
7400167104;CYZ8;05315;CARNES CASAL DO SEIXO LDA;CQ_BSP_CYZ8;Contrato Quadro;13-08-2007;Derivados;PRT;
7400268844;RIGA;05339;REIC II - TELECOMUNICACOES LDA;CQ_BSP_RIGA;Contrato Quadro;18-09-2007;Derivados;PRT;
5100365728;NL5X;05338;MR BUS AUTOCARROS DE ALUGUER LDA;CQ_BSP_NL5X;Contrato Quadro;31-07-2007;Derivados;PRT;
2101012666;B1TJ;05322;AMAZONIA PAO PADARIA E PASTELARIA, LDA;CQ_BSP_B1TJ;Contrato Quadro;01-08-2007;Derivados;PRT;
7400117902;IAK6;05352;IMOBILIARIA ALTO DO VAZ, UNIPESSOAL, LDA;CQ_BSP_IAK6;Contrato Quadro;14-09-2007;Derivados;PRT;
9002444911;B20N;05353;A TELEVILA - UTILIDADES DOMESTICAS LDA;CQ_BSP_B20N;Contrato Quadro;28-08-2007;Derivados;PRT;
7400206611;B1V0;05334;ARMANDO NOVAIS E IRMAO - IMOBILIARIA, LDA;CQ_BSP_B1V0;Contrato Quadro;26-07-2007;Derivados;PRT;
8046569850;B1WU;05318;ALTO DA COLINA - CONSTRUCOES, S.A.;CQ_BSP_B1WU;Contrato Quadro;18-07-2007;Derivados;PRT;
2431007341;B1SM;05321;BETABARCO - SOCIEDADE TRANSPORTES UNIPESSOAL, LDA;CQ_BSP_B1SM;Contrato Quadro;23-07-2007;Derivados;PRT;
7400315567;DL1C;05336;DYNAMICINNOVATION LDA;CQ_BSP_DL1C;Contrato Quadro;07-09-2007;Derivados;PRT;
2391015091;E0ZT;05310;ELPEMI - INVESTIMENTOS IMOBILIARIOS, S.A.;CQ_BSP_E0ZT;Contrato Quadro;21-08-2007;Derivados;PRT;
5100299744;PGY7;05350;PLACOIBÉRICA GESSOS SA;CQ_BSP_PGY7;Contrato Quadro;16-07-2007;Derivados;PRT;
7400335150;ID4C;05370;IMOBILIARIA DRAGO - SOCIEDADE IMOBILIARIA SA;CQ_BSP_ID4C;Contrato Quadro;28-09-2007;Derivados;PRT;
2431005029;F0SA;04022;FILASA - FIACAO ARMANDO SILVA ANTUNES S.A.;CQ_BSP_F0SA;Contrato Quadro;15-12-2009;Derivados;PRT;
8046165941;C2SO;05367;CONTOIL COMERCIO DE COMBUSTIVEIS SA;CQ_BSP_C2SO;Contrato Quadro;08-08-2007;Derivados;PRT;
8039945122;ED9T;05340;EDENPOR COMERCIO INDUSTRIA PORCELANAS LDA;CQ_BSP_ED9T;Contrato Quadro;28-09-2007;Derivados;PRT;
8026735594;M1JG;05356;MOVACO-MOVIMENTACAO INDUSTRIAL LDA;CQ_BSP_M1JG;Contrato Quadro;02-08-2007;Derivados;PRT;
9001903816;B266;05389;ALVESMAR - COMERCIO DE PRODUTOS ALIMENTARES S.A.;CQ_BSP_B266;Contrato Quadro;30-10-2007;Derivados;PRT;
7400325644;SA80;05364;SANTA ADELAIDE - FABRICA DE FELPOS S.A.;CQ_BSP_SA80;Contrato Quadro;29-08-2007;Derivados;PRT;
7400355107;PG4H;05365;PAIVABOWLING LDA;CQ_BSP_PG4H;Contrato Quadro;24-07-2007;Derivados;PRT;
