CÓDIGO PROGRAMA;NOME PROGRAMA;AGENTE;AGENCY;MOEDA;MONTANTE;MONT. DISPONÍVEL;DATA INÍCIO;DATA FIM;DATA BREAK CLAUSE;DATA DENUNCIA;SPREAD;COMISSÃO AGENTE;PERIOCIDADE AGENTE;BASE CALCULO AGENTE;B.C. GARANTIA SUBS;COMISSÃO GARANTIA SUBS;PERIOCIDADE GARANTIA SUBS;BEI;CONVENANTS;ESTADO;Nº EMISSÕES VIVAS;Nº ALTERAÇÕES;TIPO TAXA;METODO COLOCACAO;TOMADA FIRME;INDICADOR INCLUIDO NO RELATORIO;INDICADOR INSC. INTERBOLSA;FUNDING BEI;LEI APLICAVEL
PC0003;AMORIM HOLDING II 2008;BANCO SANTANDER TOTTA;9411;EUR;20000000;0;19/02/2008;19/05/2025;;;0.45;0.025;Trimestral;Act/360;Act/360;0.225;Trimestral;Não;Sim;Validado BO;1;11;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0046;GRUPADO AUTO-SUECO (COIMBRA);BANCO SANTANDER TOTTA;7102;EUR;5000000;5000000;20/02/2012;20/02/2026;20/02/2026;06/01/2026;0.7;0.25;Anual;30/360;30/360;0.5;Anual;Não;Não;Validado BO;0;12;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0064;GRUPADO ENDUTEX;BANCO SANTANDER TOTTA;6246;EUR;13500000;6500000;03/08/2005;03/08/2027;04/08/2025;05/07/2025;0.65;0.05;Anual;Act/360;Act/360;0.1;Anual;Não;Não;Validado BO;2;10;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0068;GRUPADO GRAN CRUZ;BANCO SANTANDER TOTTA;7102;EUR;15000000;0;15/05/2009;15/05/2029;15/05/2025;15/04/2025;0.75;0.05;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;3;11;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0090;GRUPADO TAYLORS 2008;BANCO SANTANDER TOTTA;7102;EUR;2000000;2000000;08/05/2008;07/08/2025;07/08/2025;23/06/2025;0.5;0.15;Semestral;Act/360;Act/360;0.25;Semestral;Não;Não;Validado BO;0;12;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0109;J. SOARES CORREIA;BANCO SANTANDER TOTTA;6581;EUR;700000;0;01/08/2005;02/02/2026;;;1.33;0.1;Semestral;Act/360;Act/360;0.15;Semestral;Não;Não;Validado BO;1;11;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0121;MALTIBÉRICA;BANCO SANTANDER TOTTA;7102;EUR;1500000;1500000;06/07/2009;06/07/2026;06/07/2025;06/06/2025;0.8;0.1;Anual;Act/360;Act/360;0.3;Anual;Não;Não;Validado BO;0;12;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0122;MANOEL POÇAS JR;BANCO SANTANDER TOTTA;6581;EUR;350000;0;13/12/2006;14/09/2026;13/03/2025;11/02/2025;1.5;0.1;Trimestral;Act/360;Act/360;0.4;Trimestral;Não;Não;Validado BO;1;12;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0136;REN SGPS 2008 I;BANCO SANTANDER TOTTA;9411;EUR;125000000;0;28/04/2008;28/04/2026;;;1.09;0.025;Anual;Act/360;Act/360;0.225;Anual;Não;Não;Validado BO;1;13;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0138;SALVOR;BANCO SANTANDER TOTTA;9411;EUR;3000000;3000000;15/07/2008;15/07/2025;;;1.5;0.05;Semestral;30/360;30/360;1.45;Semestral;Não;Não;Validado BO;0;8;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0140;SANINDUSA 2010;BANCO SANTANDER TOTTA;6245;EUR;1600000;0;01/06/2010;24/03/2026;24/03/2026;22/02/2026;1.075;0.075;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;1;16;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0146;SONAE INVESTIMENTOS (exCARREFOUR);BANCO SANTANDER TOTTA;9411;EUR;30000000;30000000;20/07/2007;01/09/2025;;;0.35;0.01;Semestral;Act/360;Act/360;0.29;Semestral;Não;Não;Validado BO;0;14;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0163;CAETANO BAVIERA;BANCO SANTANDER TOTTA;7102;EUR;2500000;2500000;27/12/2012;08/03/2027;;;0.8;0.1;Semestral;Act/360;Act/360;0.75;Semestral;Não;Sim;Validado BO;0;12;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0174;NAVIGATOR COMPANY 2012;BANCO SANTANDER TOTTA;9411;EUR;35000000;0;26/11/2012;20/02/2026;;;1.07;0.025;Semestral;Act/360;Act/360;0.325;Semestral;Não;Sim;Validado BO;1;3;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0274;FERREIRA CONSTRUÇÃO,SA;BANCO SANTANDER TOTTA;6581;EUR;4500000;0;26/06/2014;13/10/2027;13/10/2025;13/09/2025;0.85;0.125;Semestral;Act/360;Act/360;0.125;Semestral;Não;Não;Validado BO;1;6;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0281;GRUPADO EDP 2014;BANCO SANTANDER TOTTA;9411;USD;250000000;0;16/07/2014;02/01/2030;;;1.4;;;;;;;Não;Não;Validado BO;1;5;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0282;GALP ENERGIA 2014;BANCO SANTANDER TOTTA;9411;EUR;150000000;0;28/07/2014;07/01/2030;;;0.45;0.025;Semestral;Act/360;Act/360;0.225;Semestral;Não;Não;Validado BO;1;4;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Sim;;PRT
PC0286;LABORATÓRIOS MEDINFAR, SA JULHO 2014;BANCO SANTANDER TOTTA;6704;EUR;2000000;2000000;09/07/2014;09/07/2025;;;0.95;0.25;Trimestral;Act/360;Act/360;0.25;Trimestral;Não;Não;Validado BO;0;13;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0308;GRUPADO VNC;BANCO SANTANDER TOTTA;6246;EUR;5000000;0;15/10/2014;15/10/2026;15/04/2025;16/03/2025;0.6;0.125;Semestral;Act/360;Act/360;0.125;Semestral;Não;Não;Validado BO;2;13;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0328;GRUPADO GE SOJA;BANCO SANTANDER TOTTA;6239;EUR;3500000;3500000;28/11/2014;28/01/2027;28/01/2026;29/12/2025;1.25;0.1;Semestral;Act/360;Act/360;0.25;Semestral;Não;Não;Validado BO;0;14;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0333;GRUPADO AMOREIRAS CENTER 2015;BANCO SANTANDER TOTTA;7103;EUR;30000000;30000000;15/01/2015;17/01/2028;15/07/2025;15/06/2025;0.25;0.025;Trimestral;Act/360;Act/360;0.325;Trimestral;Não;Sim;Validado BO;0;12;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0359;GRUPADO SOGRAPE 2015 EX BST LONDRES;BANCO SANTANDER TOTTA;7102;EUR;25000000;0;30/03/2015;27/07/2026;;;0.6;0.05;Semestral;Act/360;Act/360;0.1;Semestral;Não;Não;Validado BO;2;7;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0367;ESPORÃO SA;BANCO SANTANDER TOTTA;6208;EUR;5500000;5500000;22/05/2015;22/05/2025;;;0.7;0.1;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;0;6;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0375;A.R. DIAS – CORTICAS SA;BANCO SANTANDER TOTTA;6245;EUR;50000;50000;17/06/2015;19/06/2025;19/06/2025;20/05/2025;1.5;0.05;Semestral;Act/360;Act/360;0.45;Semestral;Não;Não;Validado BO;0;4;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0383;GRUPADO SANTOGAL 2015 II;BANCO SANTANDER TOTTA;7103;EUR;8000000;0;30/06/2015;30/06/2026;;;0.3;0.05;Trimestral;Act/360;Act/360;0.35;Trimestral;Não;Não;Validado BO;1;6;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0396;NOS - SGPS, SETEMBRO 2015;BANCO SANTANDER TOTTA;9411;EUR;100000000;0;10/09/2015;27/03/2025;;;1.16;;;;Act/360;0.4;Anual;Não;Sim;Validado BO;1;2;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0403;GRUPADO GE TROFA SAUDE;BANCO SANTANDER TOTTA;6246;EUR;5000000;5000000;09/10/2015;09/10/2026;09/04/2025;10/03/2025;0.7;0.125;Semestral;Act/360;Act/360;0.125;Semestral;Não;Não;Validado BO;0;10;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0446;GRUPADO UNICER 2016;BANCO SANTANDER TOTTA;7102;EUR;15000000;15000000;30/05/2016;17/05/2027;;;0.9;0.2;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;0;4;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0466;SONAE SGPS 2016;BANCO SANTANDER TOTTA;9411;EUR;10000000;10000000;29/08/2016;29/08/2025;;;0.35;0.01;Semestral;Act/360;Act/360;0.29;Semestral;Não;Sim;Validado BO;0;4;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Sim;;PRT
PC0481;GRUPADO JERÓNIMO MARTINS 2016;BANCO SANTANDER TOTTA;9411;EUR;30000000;0;02/05/2016;30/06/2025;;;0.4;;;;;;;Não;Não;Validado BO;1;1;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0506;GRUPADO TOYOTA CAETANO 2017;BANCO SANTANDER TOTTA;7102;EUR;2000000;2000000;27/02/2017;27/02/2026;;;1.25;0.15;Semestral;Act/360;Act/360;0.6;Semestral;Não;Sim;Validado BO;0;6;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0518;NOS SGPS I - 2017;BANCO SANTANDER TOTTA;9411;EUR;37500000;0;05/06/2017;31/01/2028;;;0.7;0.05;Semestral;Act/360;Act/360;0.3;Semestral;Não;Não;Validado BO;1;1;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0519;NOS SGPS II - 2017;BANCO SANTANDER TOTTA;9411;EUR;12500000;12500000;05/06/2017;31/01/2028;;;0.7;0.05;Semestral;Act/360;Act/360;0.3;Semestral;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0530;GRUPADO ARIÉ 2017;BANCO SANTANDER TOTTA;7103;EUR;5000000;0;30/05/2017;30/05/2025;30/05/2025;31/03/2025;0.8;0.05;Trimestral;Act/360;Act/360;0.65;Trimestral;Não;Não;Validado BO;1;7;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0546;HOVIONE 2017;BANCO SANTANDER TOTTA;7103;EUR;50000000;12045000;14/11/2017;29/03/2029;;;0.69;0.1;Anual;Act/360;Act/360;0.45;Anual;Não;Não;Validado BO;2;5;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0550;GRUPADO ARIE;BANCO SANTANDER TOTTA;7103;EUR;8000000;6500000;30/11/2017;01/12/2025;01/12/2025;02/10/2025;1;0.05;Trimestral;Act/360;Act/360;0.2;Trimestral;Não;Não;Validado BO;1;10;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0563;TÊXTEIS J.F.ALMEIDA, SA - 2018;BANCO SANTANDER TOTTA;6584;EUR;100000;0;09/02/2018;17/03/2025;;;0.85;0.05;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;1;1;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0614;BAPOP051 – GRUPADO PALBIT 2017;BANCO SANTANDER TOTTA;6245;EUR;1000000;0;13/04/2017;24/02/2027;;;0.95;0.05;Semestral;Act/360;Act/360;0.35;Semestral;Não;Não;Validado BO;1;4;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0635;BAPOP072 - Grupado Ascendum;BANCO SANTANDER TOTTA;7102;EUR;10000000;0;28/10/2013;28/10/2026;28/10/2025;28/09/2025;0.75;;;;Act/360;0.25;Anual;Não;Não;Validado BO;3;3;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0670;BAPOP107 - Grupado Pecol;BANCO SANTANDER TOTTA;6245;EUR;3000000;3000000;05/09/2017;05/09/2025;05/09/2025;06/08/2025;0.85;0.05;Semestral;Act/360;Act/360;0.35;Semestral;Não;Não;Validado BO;0;10;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0723;GRUPADO GE TROFA SAUDE 2019;BANCO SANTANDER TOTTA;6246;EUR;4000000;4000000;21/01/2019;07/11/2029;;;0.7;0.05;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;0;2;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0735;COFICAB 2019;BANCO SANTANDER TOTTA;6247;EUR;11500000;11500000;25/03/2019;10/01/2028;11/01/2027;12/12/2026;0.7;0.05;Semestral;Act/360;Act/360;0.1;Semestral;Não;Não;Validado BO;0;5;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0750;C.SANTOS - VEICULO E PEÇAS,SA - 2019;BANCO SANTANDER TOTTA;6581;EUR;100000;100000;15/05/2019;15/05/2025;15/05/2025;15/04/2025;1.05;0.1;Trimestral;Act/360;Act/360;0.4;Trimestral;Não;Não;Validado BO;0;1;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0753;JB MAGIC - 2019;BANCO SANTANDER TOTTA;5236;EUR;250000;0;24/06/2019;24/06/2026;24/12/2025;24/11/2025;0.75;0.1;Semestral;Act/360;Act/360;0.1;Semestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0755;GRUPADO THE FLADGATE PARTNERSHIP VINHOS - 2019;BANCO SANTANDER TOTTA;7102;EUR;18000000;0;28/06/2019;28/06/2030;;;1.1;0.05;Semestral;Act/360;Act/360;0.45;Semestral;Não;Não;Validado BO;1;2;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0765;GRUPADO ALTRI 2019;BANCO SANTANDER TOTTA;7102;EUR;70000000;0;30/08/2019;30/08/2027;;;0.7;0.025;Semestral;Act/360;Act/360;0.025;Semestral;Não;Não;Validado BO;3;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0783;GRUPADO PROEF - DEZEMBRO 2019;BANCO SANTANDER TOTTA;6210;EUR;3000000;1150000;12/12/2019;22/11/2029;22/11/2025;23/10/2025;0.85;0.1;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;4;5;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0796;BRISA CONCESSÃO III;BANCO SANTANDER TOTTA;9411;EUR;65000000;0;26/03/2021;30/12/2026;;;0.869;;;;;;;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Sim;;PRT
PC0803;GRUPADO GLOBALVALOS - 2020;BANCO SANTANDER TOTTA;6226;EUR;100000;0;16/03/2020;17/03/2025;17/03/2025;15/02/2025;0.7;0.05;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0804;J.O.M. - 2020;BANCO SANTANDER TOTTA;6246;EUR;100000;0;17/03/2020;17/03/2025;;;0.75;0.05;Trimestral;Act/360;Act/360;0.05;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0806;GRUPADO - JPM 2020;BANCO SANTANDER TOTTA;6226;EUR;400000;0;24/03/2020;24/03/2025;24/03/2025;22/02/2025;0.75;0.1;Anual;Act/360;Act/360;0.15;Anual;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0811;HERBRAND SA - 2020;BANCO SANTANDER TOTTA;6246;EUR;50000;0;31/03/2020;31/03/2025;;;0.8;0.05;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0812;TEXTEIS CAES DE PEDRA SA - 2020;BANCO SANTANDER TOTTA;6246;EUR;50000;0;31/03/2020;31/03/2025;;;0.8;0.05;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0816;HELIROMA - 2020;BANCO SANTANDER TOTTA;6581;EUR;100000;0;30/03/2020;31/03/2025;;;0.85;0.05;Anual;Act/360;Act/360;0.1;Anual;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0824;SONAE SGPS 2020;BANCO SANTANDER TOTTA;9411;EUR;75000000;22500000;15/05/2020;23/12/2027;;;0.83;0.025;Semestral;Act/360;Act/360;0.375;Semestral;Não;Não;Validado BO;1;2;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Sim;;PRT
PC0828;GRUPADO EDP 2020;BANCO SANTANDER TOTTA;9411;USD;112500000;0;26/06/2020;02/01/2030;;;1.07;;;;;;;Não;Não;Validado BO;1;1;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0829;DTX GRUPO, S.A. - 2020;BANCO SANTANDER TOTTA;6707;EUR;750000;0;31/07/2020;30/06/2025;30/06/2025;31/05/2025;0.6;;;;;;;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0831;INDASA 2020;BANCO SANTANDER TOTTA;6245;EUR;3000000;3000000;05/08/2020;05/08/2025;;;0.7;0.025;Anual;Act/360;Act/360;0.025;Anual;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0833;LAMEIRINHO 2020;BANCO SANTANDER TOTTA;6246;EUR;400000;30015;21/09/2020;22/09/2025;;;0.575;0.05;Semestral;Act/360;Act/360;0.05;Semestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0834;METALMARINHA 2020;BANCO SANTANDER TOTTA;6594;EUR;1000000;1000000;29/09/2020;29/09/2026;29/09/2025;30/08/2025;1;0.05;Anual;Act/360;Act/360;0.08;Anual;Não;Não;Validado BO;0;1;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0835;POLIVOUGA 2020;BANCO SANTANDER TOTTA;6245;EUR;8250000;0;24/09/2020;24/09/2027;;;0.85;0.1;Semestral;Act/360;Act/360;0.15;Semestral;Não;Não;Validado BO;4;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0838;DESTILARIA LEVIRA LDA - OUTUBRO 2020;BANCO SANTANDER TOTTA;6586;EUR;300000;0;02/11/2020;03/11/2025;;;1;0.05;Trimestral;Act/360;Act/360;0.075;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0842;GRUPADO MARTINIQUAISE - 2020;BANCO SANTANDER TOTTA;7102;EUR;17000000;0;27/10/2020;27/10/2028;27/10/2025;27/09/2025;1;2527.78;Upfront;Act/360;Act/360;10111.11;Upfront;Não;Não;Validado BO;2;1;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0843;GRUPADO FERBAR - 2020;BANCO SANTANDER TOTTA;6210;EUR;50000;0;26/11/2020;26/05/2025;;;0.9;0.05;Trimestral;Act/360;Act/360;0.05;Trimestral;Não;Não;Validado BO;1;1;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0850;ENDIPREV GROUP,SA - FEV 2021;BANCO SANTANDER TOTTA;6247;EUR;200000;0;23/02/2021;23/02/2026;;;0.75;0.05;Trimestral;Act/360;Act/360;0.15;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0851;TRIPERU - FEV 2021;BANCO SANTANDER TOTTA;6594;EUR;600000;0;19/02/2021;19/02/2026;19/02/2026;20/01/2026;0.6;0.05;Anual;Act/360;Act/360;0.1;Anual;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0852;GRUPADO TARHOL - 2021;BANCO SANTANDER TOTTA;6581;EUR;2000000;0;26/03/2021;26/03/2026;;;0.95;0.05;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0853;GRUPADO TOYOTA CAETANO 2017 - II TF;BANCO SANTANDER TOTTA;7102;EUR;10000000;0;23/04/2021;27/02/2026;;;1.25;0.15;Semestral;Act/360;Act/360;0.6;Semestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0855;GRUPADO BIAL - 2021;BANCO SANTANDER TOTTA;7102;EUR;5000000;0;07/05/2021;07/05/2025;;;1;0.15;Semestral;Act/360;Act/360;0.1;Semestral;Não;Não;Validado BO;2;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0856;GRUPADO VIOLAS - 2021;BANCO SANTANDER TOTTA;7102;EUR;5500000;0;12/05/2021;12/05/2026;12/05/2025;12/04/2025;1.25;0.35;Semestral;Act/360;Act/360;0.4;Semestral;Não;Não;Validado BO;2;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0858;GRUPADO MEDIA CAPITAL - 2021;BANCO BPI S.A.;7102;EUR;12187500;12187500;31/05/2021;31/05/2027;;;2.5;;;;30/360;0.5;Trimestral;Não;Não;Validado BO;0;2;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0860;Grupado CIMPOR 2021;BANCO SANTANDER TOTTA;9405;EUR;10000000;0;15/06/2021;16/06/2025;;;1.52;0.05;Anual;Act/360;Act/360;0.1;Anual;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0861;Grupado MOAGEM CERES GE 1 MM;BANCO SANTANDER TOTTA;6581;EUR;150000;0;18/06/2021;18/06/2025;;;0.95;0.05;Trimestral;Act/360;Act/360;0.2;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0862;QUINTA DA LIXA SOC AGRÍCOLA 1,5 M 2021;BANCO SANTANDER TOTTA;6228;EUR;450000;0;22/06/2021;22/06/2026;;;0.75;0.025;Trimestral;Act/360;Act/360;0.075;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0865;GREENVOLT - ENERGIAS RENOVÁVEIS, S.A;BANCO SANTANDER TOTTA;7102;EUR;20000000;0;25/06/2021;25/06/2026;;;1.25;0.1;Anual;Act/360;Act/360;0.15;Anual;Não;Não;Validado BO;1;1;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0866;ASCENDUM I - 2021;BANCO SANTANDER TOTTA;7102;EUR;2900000;2900000;07/09/2021;07/09/2026;07/09/2025;08/08/2025;0.6;0.15;Semestral;Act/360;Act/360;0.15;Semestral;Não;Não;Validado BO;0;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0867;ASCENDUM II - 2021;BANCO SANTANDER TOTTA;7102;EUR;2600000;2600000;07/09/2021;07/09/2026;07/09/2025;08/08/2025;0.6;0.15;Semestral;Act/360;Act/360;0.15;Semestral;Não;Não;Validado BO;0;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0868;GRUPADO DISA - 2021;BANCO SANTANDER TOTTA;;EUR;5000000;0;28/07/2021;28/07/2027;;;1.4;0.05;Trimestral;Act/360;Act/360;0.05;Trimestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0869;Grupado Portianga e S. C. Auto Africa 9M-2021;BANCO SANTANDER TOTTA;7102;EUR;2700000;0;23/07/2021;23/07/2026;;;1.75;0.55;Semestral;Act/360;Act/360;0.2;Semestral;Não;Não;Validado BO;1;0;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0871;TEAK CAPITAL,SA - 2021;BANCO SANTANDER TOTTA;7102;EUR;15000000;15000000;10/09/2021;10/09/2025;;;0.5;;;;;;;Não;Não;Validado BO;0;1;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0872;GRUPADO JOAQUIM CHAVES - 2021;BANCO SANTANDER TOTTA;6208;EUR;2000000;0;13/09/2021;13/12/2027;13/06/2025;14/05/2025;1.25;0.15;Semestral;Act/360;Act/360;0.6;Semestral;Não;Não;Validado BO;1;4;Taxa Variável;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0874;PETROTEC - 2021;BANCO SANTANDER TOTTA;6246;EUR;200000;0;27/09/2021;29/09/2025;;;1.3;0.2;Trimestral;Act/360;Act/360;0.2;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0875;RENOVA - 2021;BANCO SANTANDER TOTTA;6239;EUR;5000000;0;06/10/2021;06/10/2026;;;0.55;0.025;Semestral;Act/360;Act/360;0.025;Semestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
PC0876;RAÇÕES ZEZERE 2021 - 2M;BANCO SANTANDER TOTTA;6586;EUR;900000;0;15/10/2021;15/10/2026;;;0.75;0.02;Trimestral;Act/360;Act/360;0.03;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0879;ROZES SA 2021;BANCO SANTANDER TOTTA;6581;EUR;200000;0;27/10/2021;27/10/2025;;;1.2;0.05;Trimestral;Act/360;Act/360;0.1;Trimestral;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Nao;Nao;;PRT
PC0880;GRUPADO FERPINTA 2021;BANCO SANTANDER TOTTA;6226;EUR;800000;0;27/10/2021;27/10/2026;;;0.75;0.05;Anual;Act/360;Act/360;0.2;Anual;Não;Não;Validado BO;1;0;Taxa Fixa;Colocacao directa da emissao;Sim;Sim;Nao;;PRT
